Symbol,Approved.Symbol,chromosome
PBP,PKD1,16
PKD1,PKD1,16
PC-1,PKD1,16
TRPP1,PKD1,16
PKD1-AS1,PKD1-AS1,16
LUCRC,PKD1-AS1,16
PRO19563,PKD1L1,7
PKD1L1,PKD1L1,7
PKD1L1-AS1,PKD1L1-AS1,7
FLJ21075,PKD1L1-AS1,7
C7orf69,PKD1L1-AS1,7
PKD1L2,PKD1L2,16
KIAA1879,PKD1L2,16
PKD1L3,PKD1L3,16
PKD1P1,PKD1P1,16
PKD1P2,PKD1P2,16
PKD1P3,PKD1P3,16
PKD1P4,PKD1P4,16
PKD1P5,PKD1P5,16
PKD1P6,PKD1P6,16
TRPP2,PKD2,4
PKD4,PKD2,4
PKD2,PKD2,4
PC-2,PKD2,4
PC2,PKD2,4
TRPP3,PKD2L1,10
PKD2L,PKD2L1,10
PKD2L1,PKD2L1,10
PCL,PKD2L1,10
PKDL,PKD2L1,10
PKD2L2,PKD2L2,5
TRPP5,PKD2L2,5
PKD2L2-DT,PKD2L2-DT,5
PKDCC,PKDCC,2
VLK,PKDCC,2
SGK493,PKDCC,2
PKDREJ,PKDREJ,22
FCYT,PKHD1,6
FPC,PKHD1,6
PKHD1,PKHD1,6
TIGM1,PKHD1,6
ARPKD,PKHD1,6
PKHD1L1,PKHD1L1,8
PKIA,PKIA,8
PRKACN1,PKIA,8
PKIA-AS1,PKIA-AS1,8
PRKACN2,PKIB,6
PKIB,PKIB,6
PKIG,PKIG,20
PKLR,PKLR,1
OIP3,PKM,15
PKM2,PKM,15
PK3,PKM,15
PKM,PKM,15
THBP1,PKM,15
PKMP1,PKMP1,1
PKMP2,PKMP2,X
PKMP3,PKMP3,6
PKMP4,PKMP4,8
PKMP5,PKMP5,6
MYT1,PKMYT1,16
PPP1R126,PKMYT1,16
PKMYT1,PKMYT1,16
PKMYT1AR,PKMYT1AR,19
DBK,PKN1,19
PKN,PKN1,19
PRK1,PKN1,19
PRKCL1,PKN1,19
MGC46204,PKN1,19
PKN1,PKN1,19
PAK1,PKN1,19
PRKCL2,PKN2,1
PRK2,PKN2,1
STK7,PKN2,1
PAK-2,PKN2,1
PKN2,PKN2,1
PKN2-AS1,PKN2-AS1,1
UTDP4-1,PKN3,9
PKNBETA,PKN3,9
PKN3,PKN3,9
PREP1,PKNOX1,21
PKNOX1,PKNOX1,21
PKNOX2,PKNOX2,11
PKNOX2-AS1,PKNOX2-AS1,11
AP001007.1,PKNOX2-AS1,11
PKNOX2-AS1,PKNOX2-DT,11
PKNOX2-DT,PKNOX2-DT,11
B6P,PKP1,1
PKP1,PKP1,1
PKP2,PKP2,12
PKP2P1,PKP2P1,12
PKP3,PKP3,11
PKP4,PKP4,2
P0071,PKP4,2
PKP4-AS1,PKP4-AS1,2
PKP4P1,PKP4P1,2
PLA1A,PLA1A,3
PS-PLA1,PLA1A,3
GXPLA2,PLA2G10,16
PLA2G10,PLA2G10,16
PLA2G10BP,PLA2G10BP,16
PLA2G10CP,PLA2G10CP,16
PLA2G10DP,PLA2G10DP,16
PLA2G10EP,PLA2G10EP,16
PLA2G10FP,PLA2G10FP,16
PLA2G10GP,PLA2G10GP,16
PLA2G10HP,PLA2G10HP,16
PLA2G10IP,PLA2G10IP,16
PLA2G10JP,PLA2G10JP,16
PLA2G10KP,PLA2G10KP,16
PLA2G10P1,PLA2G10P1,3
PLA2G12,PLA2G12A,4
PLA2G12A,PLA2G12A,4
PLA2G12AP1,PLA2G12AP1,1
PLA2G12AP2,PLA2G12AP2,13
PLA2G12B,PLA2G12B,10
PLA2G13,PLA2G12B,10
LYPLA3,PLA2G15,16
PLA2G15,PLA2G15,16
LLPL,PLA2G15,16
GXVPLA2,PLA2G15,16
PPLA2,PLA2G1B,12
PLA2G1B,PLA2G1B,12
PLA2,PLA2G1B,12
PLA2A,PLA2G1B,12
PLA2G2A,PLA2G2A,1
PLA2B,PLA2G2A,1
PLA2L,PLA2G2A,1
UBXN10-AS1,PLA2G2C,1
PLA2G2C,PLA2G2C,1
SPLA2S,PLA2G2D,1
PLA2G2D,PLA2G2D,1
PLA2G2E,PLA2G2E,1
PLA2G2F,PLA2G2F,1
GIII-SPLA2,PLA2G3,22
PLA2G3,PLA2G3,22
CPLA2-ALPHA,PLA2G4A,1
PLA2G4,PLA2G4A,1
PLA2G4A,PLA2G4A,1
HST16992,PLA2G4B,15
PLA2G4B,PLA2G4B,15
CPLA2-BETA,PLA2G4B,15
CPLA2-GAMMA,PLA2G4C,19
PLA2G4C,PLA2G4C,19
PLA2G4C-AS1,PLA2G4C-AS1,19
CPLA2DELTA,PLA2G4D,15
PLA2G4D,PLA2G4D,15
PLA2G4E,PLA2G4E,15
FLJ45651,PLA2G4E,15
PLA2G4E-AS1,PLA2G4E-AS1,15
PLA2G4F/Z,PLA2G4F,15
PLA2G4F,PLA2G4F,15
PLA2G5,PLA2G5,1
PLA2G6,PLA2G6,22
NBIA2,PLA2G6,22
IPLA2BETA,PLA2G6,22
IPLA2,PLA2G6,22
PARK14,PLA2G6,22
PNPLA9,PLA2G6,22
PAFAH,PLA2G7,6
LDL-PLA2,PLA2G7,6
LP-PLA2,PLA2G7,6
PLA2G7,PLA2G7,6
PLA2G1R,PLA2R1,2
PLA2-R,PLA2R1,2
PLA2IR,PLA2R1,2
PLA2R1,PLA2R1,2
CLEC13C,PLA2R1,2
FLJ12699,PLAA,9
PLAP,PLAA,9
PLAA,PLAA,9
PLA2P,PLAA,9
FLJ11281,PLAA,9
DOA1,PLAA,9
H-REV107,PLAAT1,3
PLAAT-1,PLAAT1,3
PLA/AT1,PLAAT1,3
HRASLS,PLAAT1,3
PLAAT1,PLAAT1,3
HRASLS1,PLAAT1,3
A-C1,PLAAT1,3
FLJ20556,PLAAT2,11
HRASLS2,PLAAT2,11
PLAAT-2,PLAAT2,11
PLAAT2,PLAAT2,11
HRASLS3,PLAAT3,11
PLAAT-3,PLAAT3,11
HREV107-3,PLAAT3,11
MGC118754.,PLAAT3,11
HREV107,PLAAT3,11
PLA2G16,PLAAT3,11
H-REV107-1,PLAAT3,11
PLAAT3,PLAAT3,11
ADPLA,PLAAT3,11
PLAAT4,PLAAT4,11
RARRES3,PLAAT4,11
PLAAT-4,PLAAT4,11
HRASLS4,PLAAT4,11
RIG1,PLAAT4,11
TIG3,PLAAT4,11
HRLP5,PLAAT5,11
HRASLS5,PLAAT5,11
PLAAT5,PLAAT5,11
PLAAT-5,PLAAT5,11
INAT,PLAAT5,11
OOSP2B,PLAC1,X
PLAC1,PLAC1,X
OOSP2L,PLAC1,X
CT92,PLAC1,X
C21orf115,PLAC4,21
PLAC4,PLAC4,21
PRED78,PLAC4,21
MGC126666,PLAC4,21
MGC126664,PLAC4,21
ONZIN,PLAC8,4
C15,PLAC8,4
PLAC8,PLAC8,4
PLAC8L1,PLAC8L1,5
PLAC9,PLAC9,10
PLAC9P1,PLAC9P1,2
PLAG1,PLAG1,8
ZNF912,PLAG1,8
PLAGL1,PLAGL1,6
ZAC,PLAGL1,6
LOT1,PLAGL1,6
ZNF900,PLAGL2,20
PLAGL2,PLAGL2,20
PLAT,PLAT,8
UPA,PLAU,10
PLAU,PLAU,10
URK,PLAU,10
PLAUR,PLAUR,19
URKR,PLAUR,19
CD87,PLAUR,19
UPAR,PLAUR,19
PLB,PLB1,2
PLB1,PLB1,2
FLJ30866,PLB1,2
PLBD1,PLBD1,12
FLJ22662,PLBD1,12
PLBD1-AS1,PLBD1-AS1,12
PLBD1-AS2,PLBD1-AS2,12
P76,PLBD2,12
PLBD2,PLBD2,12
PLC154,PLCB1,20
PLCB1,PLCB1,20
KIAA0581,PLCB1,20
PLC-I,PLCB1,20
PLCB1-IT1,PLCB1-IT1,20
PLCB2,PLCB2,15
FLJ38135,PLCB2,15
PLCB2-AS1,PLCB2-AS1,15
PLCB3,PLCB3,11
PLCB4,PLCB4,20
PLCD1,PLCD1,3
PLCD3,PLCD3,17
PLCD4,PLCD4,2
NPHS3,PLCE1,10
KIAA1516,PLCE1,10
PLCE1,PLCE1,10
PLCE,PLCE1,10
PLCE1-AS1,PLCE1-AS1,10
PLCE1-AS2,PLCE1-AS2,10
PLCE1P1,PLCE1P1,X
PLCG1,PLCG1,20
PLC-II,PLCG1,20
PLC1,PLCG1,20
PLCGAMMA1,PLCG1,20
PLC148,PLCG1,20
NCKAP3,PLCG1,20
TOP1-AS1,PLCG1-AS1,20
PLCG1-AS1,PLCG1-AS1,20
PLCG2,PLCG2,16
MGC117152,PLCH1,3
PLCL3,PLCH1,3
PLCETA1,PLCH1,3
PLCH1,PLCH1,3
DKFZP434C1372,PLCH1,3
KIAA1069,PLCH1,3
PLCH1-AS1,PLCH1-AS1,3
PLCH1-AS2,PLCH1-AS2,3
PLCH2,PLCH2,1
RP3-395M20.1,PLCH2,1
KIAA0450,PLCH2,1
PLCETA2,PLCH2,1
PLC-ETA2,PLCH2,1
PLCL4,PLCH2,1
PPP1R127,PLCL1,2
PLC-L,PLCL1,2
PLCE,PLCL1,2
PRIP,PLCL1,2
PLCL1,PLCL1,2
PLCL,PLCL1,2
PLCL2,PLCL2,3
KIAA1092,PLCL2,3
PLCE2,PLCL2,3
PLCL2-AS1,PLCL2-AS1,3
PLCXD1,PLCXD1,X
FLJ11323,PLCXD1,X
PLCXD2,PLCXD2,3
FLJ31579,PLCXD2,3
PLCXD2-AS1,PLCXD2-AS1,3
PLCXD3,PLCXD3,5
NYD-SP27,PLCZ1,12
PLCZETA,PLCZ1,12
PLCZ1,PLCZ1,12
PLD1,PLD1,3
PLD2,PLD2,17
HU-K4,PLD3,19
PLD3,PLD3,19
PLD4,PLD4,14
C14orf175,PLD4,14
PLD5,PLD5,1
FLJ40773,PLD5,1
PLD5P1,PLD5P1,10
ZUC,PLD6,17
PLD6,PLD6,17
PLEC,PLEC,8
PLTN,PLEC,8
EBS1,PLEC,8
PLEC1,PLEC,8
PCN,PLEC,8
PLEK1,PLEK,2
P47,PLEK,2
PLEK,PLEK,2
PLEK2,PLEK2,14
TAPP1,PLEKHA1,10
PLEKHA1,PLEKHA1,10
PLEKHA2,PLEKHA2,8
TAPP2,PLEKHA2,8
FAPP1,PLEKHA3,2
PLEKHA3,PLEKHA3,2
PLEKHA3P,PLEKHA3P1,19
PLEKHA3P1,PLEKHA3P1,19
PEPP1,PLEKHA4,19
PLEKHA4,PLEKHA4,19
KIAA1686,PLEKHA5,12
FLJ10667,PLEKHA5,12
PEPP2,PLEKHA5,12
PLEKHA5,PLEKHA5,12
KIAA0969,PLEKHA6,1
PLEKHA6,PLEKHA6,1
PEPP3,PLEKHA6,1
DKFZP686M22243,PLEKHA7,11
PLEKHA7,PLEKHA7,11
PLEKHA8,PLEKHA8,7
FAPP2,PLEKHA8,7
MGC3358,PLEKHA8,7
PLEKHA9,PLEKHA8P1,12
FLJ14156,PLEKHA8P1,12
PLEKHA8P1,PLEKHA8P1,12
PHR1,PLEKHB1,11
PHRET1,PLEKHB1,11
PLEKHB1,PLEKHB1,11
KPL1,PLEKHB1,11
FLJ20783,PLEKHB2,2
EVT2,PLEKHB2,2
PLEKHB2,PLEKHB2,2
PLEKHB2P1,PLEKHB2P1,18
PLEKHD1,PLEKHD1,14
UPF0639,PLEKHD1,14
PLEKHF1,PLEKHF1,19
MGC4090,PLEKHF1,19
ZFYVE15,PLEKHF1,19
PHAFIN1,PLEKHF1,19
APPD,PLEKHF1,19
PHAFIN2,PLEKHF2,8
FLJ13187,PLEKHF2,8
PLEKHF2,PLEKHF2,8
ZFYVE18,PLEKHF2,8
ARHGEF41,PLEKHG1,6
PLEKHG1,PLEKHG1,6
KIAA1209,PLEKHG1,6
FLJ00018,PLEKHG2,19
ARHGEF42,PLEKHG2,19
PLEKHG2,PLEKHG2,19
CLG,PLEKHG2,19
KIAA0599,PLEKHG3,14
ARHGEF43,PLEKHG3,14
PLEKHG3,PLEKHG3,14
ARHGEF44,PLEKHG4,16
PLEKHG4,PLEKHG4,16
DKFZP434I216,PLEKHG4,16
SCA4,PLEKHG4,16
ARHGEF48,PLEKHG4B,5
PLEKHG4B,PLEKHG4B,5
KIAA1909,PLEKHG4B,5
ARHGEF45,PLEKHG5,1
GEF720,PLEKHG5,1
PLEKHG5,PLEKHG5,1
TECH,PLEKHG5,1
SYX,PLEKHG5,1
KIAA0720,PLEKHG5,1
FLJ10665,PLEKHG6,12
ARHGEF46,PLEKHG6,12
PLEKHG6,PLEKHG6,12
MYOGEF,PLEKHG6,12
C12orf74,PLEKHG7,12
PLEKHG7,PLEKHG7,12
FLJ46688,PLEKHG7,12
KIAA1200,PLEKHH1,14
PLEKHH1,PLEKHH1,14
KIAA2028,PLEKHH2,2
PLEKHH1L,PLEKHH2,2
PLEKHH2,PLEKHH2,2
FLJ21019,PLEKHH3,17
PLEKHH3,PLEKHH3,17
FLJ10297,PLEKHJ1,19
PLEKHJ1,PLEKHJ1,19
PLEKHM1,PLEKHM1,17
KIAA0356,PLEKHM1,17
PLEKHM1P,PLEKHM1P1,17
PLEKHM1P1,PLEKHM1P1,17
LOC440456,PLEKHM1P1,17
KIAA0842,PLEKHM2,1
PLEKHM2,PLEKHM2,1
PLEKHM1L,PLEKHM3,2
PLEKHM3,PLEKHM3,2
DAPR,PLEKHM3,2
PLEKHN1,PLEKHN1,1
DKFZP434H2010,PLEKHN1,1
OC120,PLEKHO1,1
CKIP-1,PLEKHO1,1
PLEKHO1,PLEKHO1,1
DKFZP761K2312,PLEKHO2,15
PLEKHO2,PLEKHO2,15
PLEKHQ1,PLEKHO2,15
PP1628,PLEKHO2,15
PP9099,PLEKHO2,15
C10orf81,PLEKHS1,10
FLJ23537,PLEKHS1,10
PLEKHS1,PLEKHS1,10
BA211N11.2,PLEKHS1,10
PLET1,PLET1,11
C11orf34,PLET1,11
PLG,PLG,6
PLGP2,PLGLA,2
PLGLA1,PLGLA,2
PLGLA,PLGLA,2
PRP-B,PLGLB1,2
PLGL,PLGLB1,2
PLGLB1,PLGLB1,2
PLGLB2,PLGLB2,2
PLGP1,PLGLB2,2
PLG-RKT,PLGRKT,9
C9orf46,PLGRKT,9
PLGRKT,PLGRKT,9
MDS030,PLGRKT,9
AD025,PLGRKT,9
FLJ14688,PLGRKT,9
PLIN,PLIN1,15
PLIN1,PLIN1,15
PLIN2,PLIN2,9
ADFP,PLIN2,9
ADRP,PLIN2,9
PLIN3,PLIN3,19
M6PRBP1,PLIN3,19
TIP47,PLIN3,19
PP17,PLIN3,19
PLIN3-AS1,PLIN3-AS1,19
S3-12,PLIN4,19
PLIN4,PLIN4,19
KIAA1881,PLIN4,19
LSDP5,PLIN5,19
MLDP,PLIN5,19
PLIN5,PLIN5,19
OXPAT,PLIN5,19
LSDA5,PLIN5,19
PLK1,PLK1,16
PLK,PLK1,16
PLK2,PLK2,5
SNK,PLK2,5
CNK,PLK3,1
FNK,PLK3,1
PLK3,PLK3,1
PRK,PLK3,1
STK18,PLK4,4
PLK4,PLK4,4
SAK,PLK4,4
PLK5P,PLK5,19
PLK5,PLK5,19
SGK384PS,PLK5,19
PMLP,PLLP,16
TM4SF11,PLLP,16
PLLP,PLLP,16
PLLPP1,PLLPP1,X
CMD1P,PLN,6
PLB,PLN,6
PLN,PLN,6
LLH,PLOD1,1
LH1,PLOD1,1
PLOD,PLOD1,1
PLOD1,PLOD1,1
LH2,PLOD2,3
PLOD2,PLOD2,3
TLH,PLOD2,3
LH3,PLOD3,7
PLOD3,PLOD3,7
SPG2,PLP1,X
PLP,PLP1,X
GPM6C,PLP1,X
PLP1,PLP1,X
A4,PLP2,X
A4-LSB,PLP2,X
MGC126187,PLP2,X
PLP2,PLP2,X
PROSC,PLPBP,8
PLPBP,PLPBP,8
PPAP2A,PLPP1,5
PLPP1,PLPP1,5
LPP1,PLPP1,5
PAP-2A,PLPP1,5
PLPP2,PLPP2,19
PPAP2C,PLPP2,19
PAP-2C,PLPP2,19
LPP2,PLPP2,19
PPAP2B,PLPP3,1
PLPP3,PLPP3,1
PAP-2B,PLPP3,1
LPP3,PLPP3,1
PPAPDC1,PLPP4,10
PPAPDC1A,PLPP4,10
PLPP4,PLPP4,10
DPPL2,PLPP4,10
DPPL1,PLPP5,8
PLPP5,PLPP5,8
PPAPDC1B,PLPP5,8
HTPAP,PLPP5,8
FLJ46512,PLPP6,9
PLPP6,PLPP6,9
PDP1,PLPP6,9
FLJ90191,PLPP6,9
PPAPDC2,PLPP6,9
PPAPDC3,PLPP7,9
FLJ14662,PLPP7,9
PLPP7,PLPP7,9
NET39,PLPP7,9
C9orf67,PLPP7,9
MGC12921,PLPP7,9
LPPR1,PLPPR1,9
PLPPR1,PLPPR1,9
FLJ20300,PLPPR1,9
PRG-3,PLPPR1,9
MGC26189,PLPPR1,9
PRG-4,PLPPR2,19
LPPR2,PLPPR2,19
PLPPR2,PLPPR2,19
PRG2,PLPPR3,19
PRG-2,PLPPR3,19
FLJ11535,PLPPR3,19
PLPPR3,PLPPR3,19
LPPR3,PLPPR3,19
PLPPR4,PLPPR4,1
KIAA0455,PLPPR4,1
PRG-1,PLPPR4,1
LPPR4,PLPPR4,1
PHP1,PLPPR4,1
PRG5,PLPPR5,1
PAP2D,PLPPR5,1
PLPPR5,PLPPR5,1
LPPR5,PLPPR5,1
PAP2,PLPPR5,1
PLPPR5-AS1,PLPPR5-AS1,1
TANGO4,PLRG1,4
CWC1,PLRG1,4
PRPF46,PLRG1,4
PRP46,PLRG1,4
PRL1,PLRG1,4
PLRG1,PLRG1,4
PLS1,PLS1,3
PLS1-AS1,PLS1-AS1,3
PLS1P1,PLS1P1,11
T-PLASTIN,PLS3,X
PLS3,PLS3,X
PLS3-AS1,PLS3-AS1,X
PLSCR1,PLSCR1,3
MMTRA1B,PLSCR1,3
PLSCR2,PLSCR2,3
PLSCR3,PLSCR3,17
PLSCR4,PLSCR4,3
PLSCR4P1,PLSCR4P1,3
PLSCR5,PLSCR5,3
PLSCR5-AS1,PLSCR5-AS1,3
BPIFE,PLTP,20
PLTP,PLTP,20
PLUTO,PLUT,13
PDX1-AS1,PLUT,13
HI-LNC71,PLUT,13
PLUT,PLUT,13
PV-1,PLVAP,19
GP68,PLVAP,19
FELS,PLVAP,19
PV1,PLVAP,19
PLVAP,PLVAP,19
PLXDC1,PLXDC1,17
TEM7,PLXDC1,17
TEM3,PLXDC1,17
TEM7R,PLXDC2,10
PLXDC2,PLXDC2,10
PLXDC2-OT,PLXDC2,10
FLJ14623,PLXDC2,10
PLXDC2-AS1,PLXDC2-AS1,10
PLXNA1,PLXNA1,3
PLXN1,PLXNA1,3
NOV,PLXNA1,3
FLJ30634,PLXNA2,1
OCT,PLXNA2,1
FLJ11751,PLXNA2,1
KIAA0463,PLXNA2,1
PLXN2,PLXNA2,1
PLXNA2,PLXNA2,1
XAP-6,PLXNA3,X
PLXN3,PLXNA3,X
PLXNA3,PLXNA3,X
PLXN4,PLXNA3,X
SEX,PLXNA3,X
6.3,PLXNA3,X
PLXNA4,PLXNA4,7
DKFZP434G0625PRO34003,PLXNA4,7
PLXNA4A,PLXNA4,7
FAYV2820,PLXNA4,7
KIAA1550,PLXNA4,7
PLXNA4B,PLXNA4,7
PLXNA4-AS1,PLXNA4-AS1,7
PLXNA4-AS2,PLXNA4-AS2,7
SEP,PLXNB1,3
KIAA0407,PLXNB1,3
PLXN5,PLXNB1,3
PLXNB1,PLXNB1,3
KIAA0315,PLXNB2,22
PLEXB2,PLXNB2,22
PLXNB2,PLXNB2,22
MM1,PLXNB2,22
LNCFAL,PLXNB2,22
PLEXB3,PLXNB3,X
PLXN6,PLXNB3,X
PLXNB3,PLXNB3,X
PLEXR,PLXNB3,X
PLXNB3-AS1,PLXNB3-AS1,X
CD232,PLXNC1,12
VESPR,PLXNC1,12
PLXNC1,PLXNC1,12
PLXND1,PLXND1,3
KIAA0620,PLXND1,3
FLJ32569,PM20D1,1
PM20D1,PM20D1,1
CPS1,PM20D1,1
PM20D1-AS1,PM20D1-AS1,1
PM20D2,PM20D2,6
BA63L7.3,PM20D2,6
ACY1L2,PM20D2,6
PMAIP1,PMAIP1,18
NOXA,PMAIP1,18
APR,PMAIP1,18
PMCH,PMCH,12
MCH,PMCH,12
PMCHL1,PMCHL1,5
PMCHL2,PMCHL2,5
D12S53E,PMEL,12
ME20,PMEL,12
PMEL17,PMEL,12
HMB45,PMEL,12
SILV,PMEL,12
HMB-45,PMEL,12
SIL,PMEL,12
PMEL,PMEL,12
GP100,PMEL,12
SI,PMEL,12
STAG1,PMEPA1,20
PMEPA1,PMEPA1,20
TMEPAI,PMEPA1,20
PMF1,PMF1,1
PMF1-BGLAP,PMF1-BGLAP,1
PMFBP1,PMFBP1,16
PMIS2,PMIS2,19
IFITMD9,PMIS2,19
MYL,PML,15
RNF71,PML,15
TRIM19,PML,15
PML,PML,15
PMM1,PMM1,22
SEC53,PMM1,22
PMI,PMM2,16
CDG1A,PMM2,16
PMI1,PMM2,16
CDGS,PMM2,16
CDG1,PMM2,16
PMM2,PMM2,16
PMM2P1,PMM2P1,18
PMM2P2,PMM2P2,18
PMP2,PMP2,8
MP2,PMP2,8
FABP8,PMP2,8
M-FABP,PMP2,8
CMT1A,PMP22,17
HNPP,PMP22,17
PMP22,PMP22,17
HMSNIA,PMP22,17
GAS3,PMP22,17
SP110,PMP22,17
ALPHA-MPP,PMPCA,9
SCAR2,PMPCA,9
PMPCA,PMPCA,9
INPP5E,PMPCA,9
KIAA0123,PMPCA,9
MAS2,PMPCA,9
CLA1,PMPCA,9
PMPCAP1,PMPCAP1,4
PMPCB,PMPCB,7
BETA-MPP,PMPCB,7
MAS1,PMPCB,7
MPPB,PMPCB,7
MPPP52,PMPCB,7
PMS1,PMS1,2
PMSL1,PMS1,2
MLH2,PMS1,2
HNPCC4,PMS2,7
PMS-2,PMS2,7
H_DJ0042M02.9,PMS2,7
PMS2,PMS2,7
PMSL2,PMS2,7
MLH4,PMS2,7
PMS2CL,PMS2CL,7
PMS2P13,PMS2CL,7
PMS3,PMS2P1,7
PMS8,PMS2P1,7
PMS2L7,PMS2P1,7
PMS2L8,PMS2P1,7
PMS2L13,PMS2P1,7
PMS2L6,PMS2P1,7
PMSR2,PMS2P1,7
PMSR1,PMS2P1,7
PMS2P1,PMS2P1,7
PMS2L1,PMS2P1,7
PMS2P10,PMS2P10,7
PMS2L10,PMS2P10,7
PMSR4,PMS2P10,7
PMSR6,PMS2P11,7
PMS2P11,PMS2P11,7
PMS2L11,PMS2P11,7
PMS2P12,PMS2P12,7
PMS2L12,PMS2P12,7
PMSL12,PMS2P12,7
PMS2P13,PMS2P13,7
PMS2P14,PMS2P14,7
PMS2P2,PMS2P2,7
PMS2L2,PMS2P2,7
PMS4,PMS2P2,7
PMS2L3,PMS2P3,7
PMS2L9,PMS2P3,7
PMS5,PMS2P3,7
PMS2P3,PMS2P3,7
PMSR3,PMS2P3,7
PMS2L4,PMS2P4,7
PMS6,PMS2P4,7
PMS2P4,PMS2P4,7
PMS7,PMS2P5,7
PMS2P5,PMS2P5,7
PMS2L5,PMS2P5,7
MGC34222,PMS2P5,7
PMS2P6,PMS2P6,7
PMS2L14,PMS2P6,7
PMS2L15,PMS2P7,7
PMS2LP2,PMS2P7,7
PMSR7,PMS2P7,7
PMS2P7,PMS2P7,7
PMS2L16,PMS2P8,7
PMS2P8,PMS2P8,7
PMS2P9,PMS2P9,7
PMS2LP1,PMS2P9,7
PMS2L17,PMS2P9,7
PMSR5,PMS2P9,7
PMK,PMVK,1
PMVK,PMVK,1
PMKA,PMVK,1
HUMPMKI,PMVK,1
MGC45419,PNCK,X
CAMK1B,PNCK,X
PNCK,PNCK,X
PNCRNA-D,PNCRNA-D,11
BA98I9.2,PNISR,6
SFRS18,PNISR,6
FLJ14752,PNISR,6
SRRP130,PNISR,6
C6orf111,PNISR,6
PNISR,PNISR,6
DKFZP564B0769,PNISR,6
PNISR-AS1,PNISR-AS1,6
MR-1S,PNKD,2
TAHCCP2,PNKD,2
KIAA1184,PNKD,2
PDC,PNKD,2
DKFZP564N1362,PNKD,2
FPD1,PNKD,2
PNKD,PNKD,2
KIPP1184,PNKD,2
DYT8,PNKD,2
PKND1,PNKD,2
BRP17,PNKD,2
FKSG19,PNKD,2
MR-1,PNKD,2
MGC31943,PNKD,2
PNKDP1,PNKDP1,X
PNK,PNKP,19
PNKP,PNKP,19
DJ195P10.2,PNLDC1,6
TRIMMER,PNLDC1,6
FLJ40240,PNLDC1,6
PNLDC1,PNLDC1,6
PL,PNLIP,10
PNLIP,PNLIP,10
PNLIPP1,PNLIPP1,10
PLRP1,PNLIPRP1,10
PNLIPRP1,PNLIPRP1,10
PLRP2,PNLIPRP2,10
PNLIPRP2,PNLIPRP2,10
PNLIPRP3,PNLIPRP3,10
MA1,PNMA1,14
PNMA1,PNMA1,14
RGAG2,PNMA2,8
MA2,PNMA2,8
PNMA2,PNMA2,8
MA3,PNMA3,X
MA5,PNMA3,X
MGC132758,PNMA3,X
MGC132756,PNMA3,X
PNMA3,PNMA3,X
KIAA1934,PNMA5,X
PNMA5,PNMA5,X
MGC15827,PNMA6A,X
PNMA6A,PNMA6A,X
PNMA6C,PNMA6A,X
PNMA6B,PNMA6B,X
PNMA6D,PNMA6B,X
PNMA6E,PNMA6E,X
PNMA6F,PNMA6F,X
PNMA6BL,PNMA6F,X
PNMAL1,PNMA8A,19
PNMA8A,PNMA8A,19
FLJ10781,PNMA8A,19
KIAA1183L,PNMA8A,19
PNMAL2,PNMA8B,19
KIAA1183,PNMA8B,19
PNMA8B,PNMA8B,19
PNMA8C,PNMA8C,19
PENT,PNMT,17
PNMT,PNMT,17
PNN,PNN,14
MEMA,PNN,14
PNN-AS1,PNN-AS1,14
PNO1,PNO1,2
KHRBP1,PNO1,2
RRP20,PNO1,2
PNOC,PNOC,8
N/OFQ,PNOC,8
PPNOC,PNOC,8
NOP,PNOC,8
NP,PNP,14
PUNP,PNP,14
PNP,PNP,14
PNPLA1,PNPLA1,6
DJ50J22.1,PNPLA1,6
FLJ38755,PNPLA1,6
PNPLA10P,PNPLA10P,X
DESNUTRIN,PNPLA2,11
IPLA2ZETA,PNPLA2,11
FP17548,PNPLA2,11
TTS-2.2,PNPLA2,11
ATGL,PNPLA2,11
PNPLA2,PNPLA2,11
ADIPONUTRIN,PNPLA3,22
DJ796I17.1,PNPLA3,22
PNPLA3,PNPLA3,22
ADPN,PNPLA3,22
C22orf20,PNPLA3,22
FLJ22012,PNPLA3,22
IPLA2EPSILON,PNPLA3,22
GS2,PNPLA4,X
DXS1283E,PNPLA4,X
PNPLA4,PNPLA4,X
IPLA2ETA,PNPLA4,X
PNPLA4P1,PNPLA4P1,Y
GS2L,PNPLA5,22
PNPLA5,PNPLA5,22
DJ388M5.4,PNPLA5,22
NTE,PNPLA6,19
SWS,PNPLA6,19
PNPLA6,PNPLA6,19
SPG39,PNPLA6,19
IPLA2DELTA,PNPLA6,19
PNPLA7,PNPLA7,9
FLJ31318,PNPLA7,9
C9orf111,PNPLA7,9
FLJ43070,PNPLA7,9
NTEL1,PNPLA7,9
RP11-48C7.2,PNPLA7,9
FLJ44279,PNPLA7,9
NTE-R1,PNPLA7,9
IPLA2-2,PNPLA8,7
IPLA2GAMMA,PNPLA8,7
PNPLA8,PNPLA8,7
IPLA2G,PNPLA8,7
PNPO,PNPO,17
PDXPO,PNPO,17
PNPP1,PNPP1,2
DFNB70,PNPT1,2
PNPASE,PNPT1,2
PNPT1,PNPT1,2
OLD-35,PNPT1,2
OLD35,PNPT1,2
PNPT1P1,PNPT1P1,3
PNPT1P2,PNPT1P2,7
PRR2,PNRC1,6
PROL2,PNRC1,6
PNRC1,PNRC1,6
B4-2,PNRC1,6
PNRC1-DT,PNRC1-DT,6
